date,activity_action,activity_type,activity_name,contact_id
2019-10-23,view,known_web_visit,6sense.com/contact-us/thanks/,9988c8665a96468b
2019-06-27,fill_out,form_fill,standard responsive form  - webinar,78590a04085894848
2019-09-20,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,c04c6a984a94acc08
2019-04-25,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.06_em - invite - cmo network event,c967866caa745bb48
2019-04-18,click,email_click,2019_04 - tradeshow - gartner marketing symposium - april 29-may 1.03_em - invite - does your abm strategy scale?,b4c849085c4b889c6
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,aa8b640494759ac08
2019-09-30,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,c07baaa77956a56c6
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,5cb7905c8064ca704
2019-10-28,view,known_web_visit,6sense.com/resources/blog/abms-big-shift-top-questions-buyers-are-asking/,68a70ba6b8c0497b8
2019-09-17,view,known_web_visit,empowered-cmo-2019,68a70ba6b8c0497b8
2019-07-09,open,email_open,2019_07_10 - webinar - sensei series 04 - going account based.03_re-invite last chance,7658bba98b50c6576
2019-05-03,click,email_click,2019_05 - tradeshow - siriusdecisions summit - may 5-8.02_em - invite - calling all vips - we have a club6 black card waiting for you,5657c789056606080
2019-05-03,view,known_web_visit,6sense.com/resources/events/siriusdecisions-summit-2019/,b58974bc54bacb000
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,b4aac009c8a56a640
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,70798894650684b00
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,80ba09978bb57470
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,69b8644c6685cbc84
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,b4897b797cbc80784
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,5a878acc770079064
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,54c7b849496704c84
2019-11-04,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.03_re-invite_keep_last chance,70a0bbb6a655a067b
2019-05-28,open,email_open,2019_05_29 - webinar - sensei series 01 - abm fast track.01_b_invite,a9c69575889b95776
2019-10-09,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,4948b4906859c4a04
2019-09-28,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,695b4bab466697904
2019-10-16,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,b8790ca74bb5ab5cb
2019-11-17,view,known_web_visit,6sense.com/resources/events/makingsense-of-dreamforce-week/,c8a96b06705c790a6
2019-05-08,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.04_em - invite - wed hh,5b7aa09c098a88c44
2019-07-11,view,known_web_visit,6sense.com/contact-us/,bb4c56c8407594bc6
2019-07-03,open,email_open,re: 6sense | meeting recap & next steps (1561669549.0),9a5606568468977ab
2019-05-30,view,known_web_visit,6sense.com/resources/events/meet-the-senseis-abm-fast-track-webinar/,84ab5c507ca79b8a6
2019-06-11,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.01_invite,ab08886c8c59ac7ab
2019-06-11,view,known_web_visit,6sense.com/resources/events/meet-the-senseis-uncovering-demand-webinar/,7c489baaa96806608
2019-06-11,click,email_click,2019_06_26 - webinar - sensei series 03 - uncovering demand.01_invite,84ab5c507ca79b8a6
2019-06-11,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.01_invite,48b0c68bc0076b6a6
2019-07-02,open,email_open,2019_07_10 - webinar - sensei series 04 - going account based.01_invite,4b86b8ba9cb4a4cc6
2019-09-20,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,989800ac68ac6770
2019-09-20,view,known_web_visit,6sense.com/resources/events/6sense-plus-webinar-drive-personalization-and-prioritization-in-your-direct-gifting-program/,5466094898a45cb80
2019-11-01,view,known_web_visit,6sense.com/resources/downloads/compete-and-win-in-the-age-of-account-based-buying-download/,66a56c545c074b9b0
2019-05-28,open,email_open,2019_05_29 - webinar - sensei series 01 - abm fast track.01_b_invite,7ac469055ca00689
2019-05-28,open,email_open,2019_05_29 - webinar - sensei series 01 - abm fast track.01_b_invite,a95088c408c5778c6
2019-05-06,open,email_open,2019_05 - tradeshow field event - kick off reception (siriusdecisions) - may 6.em 02 - confirm rsvp,c9cb79c75804965ab
2019-04-16,click,email_click,2019_05 - tradeshow - siriusdecisions summit - may 5-8.02_em - invite - are you ready for siriusdecisions summit?,cacc080bc5c77487b
2019-08-14,open,email_open,2019_08 - tradeshow - b2bsmx - aug 12-13.02_em - booth visit thank you - hot,76c78cb5a50b8a696
2019-08-30,open,email_open,2019_09 - tradeshow - cmo connect - sep 22-24.02_em - invite - pmp 2,67b0bbbc49850b976
2019-06-04,click,email_click,2019_06_12 - webinar - sensei series 02 - beyond abm.01_invite,84ab5c507ca79b8a6
2019-06-04,view,known_web_visit,6sense.com/resources/draft/meet-the-senseis/,84ab5c507ca79b8a6
2019-06-04,view,known_web_visit,6sense.com/resources/draft/meet-the-senseis/,7c947486c9460c408
2019-07-18,view,known_web_visit,6sense.com/platform/,84bc76a969acb8896
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,a94acc487799c0448
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,67b0bbbc49850b976
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,a6a80bba78a6c6a44
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,6678596a94b857760
2019-10-02,view,known_web_visit,6sense.com/resources/,7bba99077858a5c44
2019-10-16,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.06_sorry we missed you,9065b048b64406c68
2019-10-16,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,cbc060c06674b4cc6
2019-10-16,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,cc8679776bc960a48
2019-10-16,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,5466094898a45cb80
2019-09-28,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,5c09b5850a508ac8
2019-11-26,attended_in_person,attended_event,2019_11 - tradeshow - topo open house - nov 20-21,c90a89b7b6494ab08
2019-10-18,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,54ab68c445c5a6b64
2019-10-01,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,a94acc487799c0448
2019-11-21,attended_in_person,attended_event,2019_11 - tradeshow - hypergrowth - nov 18,89b9ca4776c6cb576
2019-09-30,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,c58608956b0584b00
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,6678596a94b857760
2019-11-14,open,email_open,2019_11 - tradeshow - hypergrowth - nov 18.01_em - email 1,677467a650896766
2019-03-14,click,email_click,2019_03-webinar-siriusdecisions & quorum.02_registration confirmation,85706c6a8bab90464
2019-03-12,attended_in_person,attended_event,2019_02-field event-wine down @ b2bmx,49c07ab87accc5c76
2019-08-07,open,email_open,2019_08 - tradeshow - b2bsmx - aug 12-13.01_em - invite,89c60b87a458c9408
2019-06-26,view,known_web_visit,6sense.com/platform/,89040c4654bb59744
2019-06-26,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.06_sorry we missed you,9a5606568468977ab
2019-06-26,click,email_click,2019_06_26 - webinar - sensei series 03 - uncovering demand.03_re-invite last chance,48a9a87ba557b9840
2019-11-04,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,9a5606568468977ab
2019-09-04,open,email_open,re: 6sense | new abm ebook (1567636083.0),89c74b94c606a4a60
2019-02-06,open,email_open,2019_02_email_talkingsense_prospect.2019_02_email_talkingsense1_prospect,58799a8b604978a9b
2019-08-25,view,known_web_visit,6sense.com/resources/reports/topo-2019-account-based-benchmark-report/,989800ac68ac6770
2019-09-02,view,known_web_visit,6sense.com/technology-integrations-and-partners/,989800ac68ac6770
2019-03-04,view,known_web_visit,6sense.com/resources/reports/topo-2019-account-based-benchmark-report/,6bb06690b046b84a6
2019-03-04,open,email_open,2019_03-webinar-siriusdecisions & quorum.01_invite,a5b46a6807a067780
2019-10-29,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.03_re-invite last chance,a94acc487799c0448
2019-10-29,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.03_re-invite last chance,60c65b67c7506c7c6
2019-10-29,view,known_web_visit,6sense.com/resources/events/6sense-plus/,a79a678898c899756
2019-10-29,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.03_re-invite last chance,c5bb44a07bc4047b4
2019-11-20,view,known_web_visit,6sense.com/platform/,68998ac4858c047b8
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,5767a8b44879579ab
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,406a898980508007b
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,ab8cb4bc80906ab64
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,497089cc8b04c4c5b
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,57b408600b6ac5a9b
2019-04-12,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.01_em - invite - you're invited,5b7aa09c098a88c44
2019-07-04,view,known_web_visit,6sense.com/resources/ebooks/compete-and-win-in-the-age-of-account-based-buying/,48004cbc047478b5
2019-06-19,view,known_web_visit,6sense.com/resources/events/meet-the-senseis-uncovering-demand-webinar/,65ac60a77ca4c9008
2019-08-27,view,known_web_visit,6sense.com/resources/ebooks/compete-and-win-in-the-age-of-account-based-buying/,7895464aab7596c9
2019-06-28,open,email_open,2019_07_10 - webinar - sensei series 04 - going account based.01_invite,4cac756c8bbcbc968
2019-07-12,open,email_open,re: 6sense | thank you (1562797732.0),688a5aaabc5b95864
2019-06-19,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.01_invite,a0b86c004aa5745c4
2019-02-05,open,email_open,2019_01_age of account based buying ebook.subject line test,9aca575c6489c499b
2019-06-04,view,known_web_visit,6sense.com/resources/events/women-in-b2b-marketing-empowerment-dinner-series-new-york-city/,68a70ba6b8c0497b8
2019-03-04,view,known_web_visit,6sense.com/resources/webinar/webinar-the-lead-is-dead-long-live-the-buying-team-thanks/,b984ac86ba8ab0576
2019-10-29,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.03_re-invite last chance,a80cacba9ba5967a
2019-02-06,open,email_open,2019_02_email_talkingsense_prospect.2019_02_email_talkingsense1_prospect,ab7058ac79c4abc94
2019-09-19,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,77c708c5bb868bc68
2019-09-19,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,6b8780a8b6906ca04
2019-06-11,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.03_re-invite last chance,b984ac86ba8ab0576
2019-12-06,view,known_web_visit,6sense.com/resources/reports/start-uncovering-demand-custom-report/,4cccccc4b70a866b4
2019-10-02,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.06_sorry we missed you,c8488c6c554bb4904
2019-10-02,view,known_web_visit,empowered-cmo-2019,68a70ba6b8c0497b8
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,bc508a9744a5c0a44
2019-10-02,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,a8bb6465c7a4c6b68
2019-10-01,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,bc508a9744a5c0a44
2019-10-08,view,known_web_visit,6sense.com/resources/blog/start-conversations-with-your-customers-through-active-digital-listening/,bb5bc46c8ac6547c6
2019-10-08,view,known_web_visit,6sense.com/resources/events/meet-the-senseis-abm-fast-track-webinar/,bb5bc46c8ac6547c6
2019-08-07,open,email_open,2019_08 - tradeshow - b2bsmx - aug 12-13.01_em - invite,4598c9c7a8b608ab8
2019-08-07,open,email_open,2019_08 - tradeshow - b2bsmx - aug 12-13.01_em - invite,669566008cba0907b
2019-10-14,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.03_re-invite last chance,aa8b640494759ac08
2019-10-14,view,known_web_visit,6sense.com/how-it-works/,80ba09978bb57470
2019-07-19,open,email_open,re: 6sense | follow up & next steps  (1563492594.0),b4608ca470cc48a80
2019-05-08,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.04_em - invite - wed hh,b984ac86ba8ab0576
2019-11-22,open,email_open,2019_11 - tradeshow - hypergrowth - nov 18.03_em - post email 1,7658bba98b50c6576
2019-06-27,click,email_click,2019_07_10 - webinar - sensei series 04 - going account based.01_invite,69c0ca8969c448c9b
2019-07-16,open,email_open,6sense | follow up & next steps  (1563309958.0),b4608ca470cc48a80
2019-09-20,view,known_web_visit,empowered-cmo-2019,68a70ba6b8c0497b8
2019-09-20,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,a8bb6465c7a4c6b68
2019-04-25,open,email_open,re: 6sense | onsite scheduling (1556218675.0),b4608ca470cc48a80
2019-04-25,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.06_em - invite - cmo network event,86c57a7566b899408
2019-04-18,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.03_em - invite - enable abm success,796a5640c8486ca5b
2019-04-18,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.03_em - invite - enable abm success,c9688a9b0a45ca7b0
2019-04-12,click,email_click,2019_05 - tradeshow - siriusdecisions summit - may 5-8.01_em - invite - you're invited,b69a7b045a45c6996
2019-05-20,open,email_open,2019_05_21 - partner webinar - pedowitz techtalk.03_re-invite last chance,476c8894c4005cb64
2019-05-20,open,email_open,2019_05_21 - partner webinar - pedowitz techtalk.03_re-invite last chance,5cc4646ac49b55b88
2019-05-20,open,email_open,re: 6sense / mixpanel - onsite demo (1558372696.0),b4608ca470cc48a80
2019-05-20,open,email_open,2019_05_21 - partner webinar - pedowitz techtalk.03_re-invite last chance,5c00060bb9ac7607b
2019-09-30,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,77c708c5bb868bc68
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,70798894650684b00
2019-09-30,click,email_click,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.02_registration confirmation,caa97b0b8b4690bab
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,8ab70405995050bc
2019-05-10,open,email_open,2018_12 - webinar - take control in an account-based world - dec 13.email 2,ba7a9b4b8977070b8
2019-05-18,open,email_open,2018_12 - webinar - take control in an account-based world - dec 13.email 2,794a49470aa484976
2019-11-26,attended_in_person,attended_event,2019_11 - tradeshow - topo open house - nov 20-21,a80cacba9ba5967a
2019-11-26,attended_in_person,attended_event,2019_11 - tradeshow - topo open house - nov 20-21,7449a64b6a67649b8
2019-05-13,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.09_em - thank you for attending a speaking sessions,5657c789056606080
2019-10-03,view,known_web_visit,empowered-cmo-2019,68a70ba6b8c0497b8
2019-07-09,open,email_open,2019_07_10 - webinar - sensei series 04 - going account based.03_re-invite last chance,b984ac86ba8ab0576
2019-11-14,view,known_web_visit,6sense.com/resources/buying-guide/the-6sense-account-based-orchestration-platform-powered-by-ai/,80cc5acaa7786787b
2019-11-14,open,email_open,2019_11_15 - webinar - 6sense+ series 05 - mining for gold: aligning data.03_re-invite last chance,80ba09978bb57470
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,57aba8565647750cb
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,45a974b78694cb864
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,a990ac77c5c874844
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,c885cc77cb747aca
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,aa8b640494759ac08
2019-09-27,click,email_click,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,69a09bb77989b7800
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,68a0675a0a86958b4
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,9067c07948a5a45b8
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,a5b444bc4599b5ba4
2019-06-25,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.03_re-invite last chance,b756c9096bb964a60
2019-10-09,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,ab5cb744694957a94
2019-10-09,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,bb5bc46c8ac6547c6
2019-10-09,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.02_registration confirmation,b8790ca74bb5ab5cb
2019-10-09,fill_out,form_fill,standard responsive form  - webinar,80ba09978bb57470
2019-10-09,view,known_web_visit,6sense.com/resources/events/6sense-plus-webinar-powering-paid-search-and-display-strategies-with-account-based-data​/,80ba09978bb57470
2019-10-09,fill_out,form_fill,standard responsive form  - webinar,cb8cba77784456808
2019-10-09,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,76b86b6ab9bb86880
2019-09-28,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,ba90c8a4cac7875c6
2019-04-16,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.02_em - invite - are you ready for siriusdecisions summit?,445aa99a444878664
2019-03-18,open,email_open,2019_05-field event-empowered cmo dinner-seattle-may 22.invite 1,688764990597aa7ab
2019-06-10,view,known_web_visit,6sense.com/platform/,68a70ba6b8c0497b8
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,60c65b67c7506c7c6
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,cc8679776bc960a48
2019-11-05,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.03_re-invite_keep_last chance,989800ac68ac6770
2019-07-03,view,known_web_visit,6sense.com/resources/ebooks/compete-and-win-in-the-age-of-account-based-buying/,48004cbc047478b5
2019-06-11,click,email_click,2019_06_12 - webinar - sensei series 02 - beyond abm.03_re-invite last chance,7c489baaa96806608
2019-06-11,fill_out,form_fill,standard responsive form  - webinar,7c489baaa96806608
2019-06-11,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.03_re-invite last chance,a95088c408c5778c6
2019-06-11,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.03_re-invite last chance,67b0bbbc49850b976
2019-10-09,view,known_web_visit,6sense.com/resources/events/6sense-plus-webinar-powering-paid-search-and-display-strategies-with-account-based-data​/,566b7858b94655cb8
2019-06-04,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.01_invite,556a5ba0b08a78a84
2019-06-04,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.01_invite,74c74aa7cb44c47b0
2019-11-01,view,known_web_visit,6sense.com/resources/blog/dells-perspective-on-content-in-an-abm-world/,66a56c545c074b9b0
2019-03-20,open,email_open,2019_03-webinar-siriusdecisions & quorum.04_invite last chance,a5b46a6807a067780
2019-05-28,view,known_web_visit,6sense.com/resources/events/meet-the-senseis-abm-fast-track-webinar/,48004cbc047478b5
2019-05-28,fill_out,form_fill,standard responsive form  - webinar,48004cbc047478b5
2019-04-28,open,email_open,2019_04 - tradeshow - gartner marketing symposium - april 29-may 1.05_em_invite hh final send,8c488baab0a449b80
2019-10-02,click,email_click,website - newsletter signup.email with link to confirm newsletter signup,7bba99077858a5c44
2019-04-26,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.06_em - invite - cmo network event,5b7aa09c098a88c44
2019-04-26,fill_out,form_fill,standard responsive form - event,cacc080bc5c77487b
2019-09-10,open,email_open,re: predictive abm | optimizely | 6sense (1567632434.0),9a5606568468977ab
2019-10-16,fill_out,form_fill,standard responsive form  - webinar,486b6ba680a7bc75b
2019-07-30,open,email_open,2019_08 - tradeshow field event- happy hour (b2bsmx) - aug 12.em 02 - confirm rsvp,c646a65854cc97b48
2019-09-28,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,abc9677cc6b5ac746
2019-09-28,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,40a66aa078a8059b8
2019-09-28,click,email_click,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,5466094898a45cb80
2019-09-28,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,45567b400bb686a9b
2019-10-10,fill_out,form_fill,standard responsive form  - webinar,406765c854b7caa84
2019-04-22,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.01_em - invite - you are so in,75c9c545860ac0ab8
2019-11-21,attended_in_person,attended_event,2019_11 - tradeshow - hypergrowth - nov 18,b50ca76cabb0bc05b
2019-09-30,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,7c8c656867c499664
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,570b4766acca54ab0
2019-09-30,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,a4c8069489cbcc674
2019-03-12,attended_in_person,attended_event,2019_02-field event-wine down @ b2bmx,7ac5a87889a79907b
2019-08-07,open,email_open,2019_08 - tradeshow - b2bsmx - aug 12-13.01_em - invite,6b59a57a8408a4000
2019-11-04,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.03_re-invite_keep_last chance,60c65b67c7506c7c6
2019-11-04,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.03_re-invite_keep_last chance,400b7c0c69474b4cb
2019-10-07,fill_out,form_fill,standard responsive form  - webinar,7c9a08c5847aab848
2019-06-17,fill_out,form_fill,website contact us form 2018,ac05ca75cb6b78acb
2019-02-05,open,email_open,2019_01_age of account based buying ebook.subject line test,c6a86078845646b80
2019-04-30,view,known_web_visit,6sense.com/resources/events/women-in-b2b-marketing-empowerment-dinner-series-austin/,589a64b04bcc6aa04
2019-05-21,open,email_open,2019_06 - field event - b2b in the black - june 5-21.em 01 - invite,99b889a957c08560
2019-06-27,open,email_open,2019_07_10 - webinar - sensei series 04 - going account based.01_invite,7c489baaa96806608
